IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.62,,,0.2,,1.3,0.62 [0.2 - 1.3],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.63,,,0.016,,2.4,0.63 [0.02 - 2.4],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,BEN,Benin,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.69,,,0.17,,1.67,0.69 [0.17 - 1.67],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,SWZ,Eswatini,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.7,,,0.42,,0.97,0.7 [0.42 - 0.97],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.72,,,0.45,,0.83,0.72 [0.45 - 0.83],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,GUY,Guyana,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.79,,,0.79,,0.79,0.79 [0.79 - 0.79],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.84,,,0.19,,2.16,0.84 [0.19 - 2.16],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,TGO,Togo,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.87,,,0.29,,1.74,0.87 [0.29 - 1.74],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,LSO,Lesotho,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,0.93,,,0.54,,1.41,0.93 [0.54 - 1.41],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,NER,Niger,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.04,,,0.14,,3.03,1.04 [0.14 - 3.03],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,CYP,Cyprus,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.21,,,1.21,,1.21,1.21 [1.21 - 1.21],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,TCD,Chad,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.22,,,0.29,,3.05,1.22 [0.29 - 3.05],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,NAM,Namibia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.26,,,0.78,,1.72,1.26 [0.78 - 1.72],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,MUS,Mauritius,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.26,,,1.18,,1.27,1.26 [1.18 - 1.27],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,EST,Estonia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.3,,,1.3,,1.3,1.3 [1.3 - 1.3],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.38,,,1.38,,1.38,1.38 [1.38 - 1.38],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.43,,,0.16,,2.75,1.43 [0.16 - 2.75],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,BWA,Botswana,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.57,,,1.17,,1.95,1.57 [1.17 - 1.95],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,MKD,North Macedonia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.66,,,0.74,,2.08,1.66 [0.74 - 2.08],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.66,,,1.19,,2.12,1.66 [1.19 - 2.12],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,MOZ,Mozambique,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.68,,,0.29,,4.65,1.68 [0.29 - 4.65],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.7,,,1.7,,1.7,1.7 [1.7 - 1.7],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,LVA,Latvia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.89,,,1.89,,1.89,1.89 [1.89 - 1.89],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,ZMB,Zambia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.94,,,0.86,,3.46,1.94 [0.86 - 3.46],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,GAB,Gabon,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1.94,,,1.66,,2.1,1.94 [1.66 - 2.1],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,10.09,,,9.25,,10.75,10.09 [9.25 - 10.75],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,SWE,Sweden,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,10.12,,,10.12,,10.12,10.12 [10.12 - 10.12],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,10.2,,,9.65,,10.21,10.2 [9.65 - 10.21],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,10.21,,,9.29,,10.76,10.21 [9.29 - 10.76],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,PRT,Portugal,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,10.22,,,10.22,,10.22,10.22 [10.22 - 10.22],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,CZE,Czechia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,10.63,,,10.63,,10.63,10.63 [10.63 - 10.63],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,CUB,Cuba,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,10.89,,,9.35,,11.45,10.89 [9.35 - 11.45],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,102.8,,,99.75,,102.9,102.84 [99.75 - 102.94],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,102.9,,,70.84,,136.5,102.93 [70.84 - 136.48],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,GRC,Greece,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,11.1,,,11.1,,11.1,11.1 [11.1 - 11.1],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,11.17,,,7.44,,14.77,11.17 [7.44 - 14.77],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,BEL,Belgium,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,11.62,,,11.62,,11.62,11.62 [11.62 - 11.62],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,11.89,,,11.37,,11.9,11.89 [11.37 - 11.9],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,MEX,Mexico,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,114.3,,,103.6,,122.4,114.33 [103.62 - 122.36],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,WPR,Western Pacific,Country,CHN,China,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,1194,,,1016,,1323,1193.77 [1015.67 - 1323.41],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,KEN,Kenya,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,12.62,,,6.42,,20.22,12.62 [6.42 - 20.22],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,12.86,,,7.65,,18.99,12.86 [7.65 - 18.99],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,WPR,Western Pacific,Country,JPN,Japan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,126.5,,,126.5,,126.5,126.5 [126.5 - 126.5],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,RUS,Russian Federation,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,142.9,,,113.2,,143.8,142.92 [113.16 - 143.79],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,15.49,,,10.34,,20.87,15.49 [10.34 - 20.87],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,AGO,Angola,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,16.32,,,9.88,,22.45,16.32 [9.88 - 22.45],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,ECU,Ecuador,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,16.36,,,14.32,,17.21,16.36 [14.32 - 17.21],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,17.18,,,17.18,,17.18,17.18 [17.18 - 17.18],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,17.51,,,7.83,,18.92,17.51 [7.83 - 18.92],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,17.56,,,13.37,,18.76,17.56 [13.37 - 18.76],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,CHL,Chile,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,18.47,,,18.47,,18.47,18.47 [18.47 - 18.47],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,ROU,Romania,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,19.39,,,19.39,,19.39,19.39 [19.39 - 19.39],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,COG,Congo,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.04,,,0.94,,3.3,2.04 [0.94 - 3.3],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,SVN,Slovenia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.08,,,2.08,,2.08,2.08 [2.08 - 2.08],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,JAM,Jamaica,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.23,,,1.11,,2.83,2.23 [1.11 - 2.83],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,MRT,Mauritania,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.26,,,1.59,,2.89,2.26 [1.59 - 2.89],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,ALB,Albania,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.44,,,1.84,,2.82,2.44 [1.84 - 2.82],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.79,,,2.79,,2.79,2.79 [2.79 - 2.79],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,LTU,Lithuania,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.85,,,2.85,,2.85,2.85 [2.85 - 2.85],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,ARM,Armenia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,2.88,,,2.59,,2.94,2.88 [2.59 - 2.94],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,BRA,Brazil,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,206.2,,,185.8,,213.2,206.16 [185.85 - 213.22],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,22.33,,,14.36,,31.02,22.33 [14.36 - 31.02],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,230.8,,,196,,253.4,230.85 [196.0 - 253.44],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,WPR,Western Pacific,Country,AUS,Australia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,25.4,,,25.4,,25.4,25.4 [25.4 - 25.4],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.56,,,9.67,,39.67,26.56 [9.67 - 39.67],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.62,,,10.3,,33.14,26.62 [10.3 - 33.14],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,PER,Peru,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.25,,,24.52,,31.05,28.25 [24.52 - 31.05],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.56,,,6.24,,32.87,28.56 [6.24 - 32.87],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.03,,,1.44,,5.23,3.03 [1.44 - 5.23],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.18,,,0.49,,8.01,3.18 [0.49 - 8.01],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,GEO,Georgia,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.49,,,2.92,,3.8,3.49 [2.92 - 3.8],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,URY,Uruguay,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.49,,,3.49,,3.49,3.49 [3.49 - 3.49],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,NIC,Nicaragua,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.65,,,2.76,,4.51,3.65 [2.76 - 4.51],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,PRI,Puerto Rico,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.65,,,3.65,,3.65,3.65 [3.65 - 3.65],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.67,,,0.18,,13.6,3.67 [0.18 - 13.6],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,3.91,,,3.3,,4.02,3.91 [3.3 - 4.02],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,31.68,,,22.99,,33.17,31.68 [22.99 - 33.17],,,EN,2024-06-30T22:00:00.000Z
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),text,AMR,Americas,Country,USA,United States of America,Year,2020,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,331.4,,,331.4,,331.4,331.43 [331.43 - 331.43],,,EN,2024-06-30T22:00:00.000Z
